"","para.name","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","close","nonclose","vector","intermediate","para.type","n.modes","n.Primates","n.Carnivores","n.Ungulates","host.orders"
"1371","Morbillivirus Canine distemper virus",55,99.5546127946128,125.72876969697,5.70994923090629,1,-4.58395615160356,0.000999000999000999,1000,1,0,0,0,"Virus",1,0,54,1,"Mixed"
"1372","Morbillivirus Canine distemper virus",55,99.5546127946128,125.72876969697,5.70994923090629,1,-4.58395615160356,0.000999000999000999,1000,1,0,0,0,"Virus",1,0,54,1,"Mixed"
"1373","Morbillivirus Canine distemper virus",55,99.5546127946128,125.72876969697,5.70994923090629,1,-4.58395615160356,0.000999000999000999,1000,1,0,0,0,"Virus",1,0,54,1,"Mixed"
"1374","Morbillivirus Canine distemper virus",55,99.5546127946128,125.72876969697,5.70994923090629,1,-4.58395615160356,0.000999000999000999,1000,1,0,0,0,"Virus",1,0,54,1,"Mixed"
"1375","Morbillivirus Canine distemper virus",55,99.5546127946128,125.72876969697,5.70994923090629,1,-4.58395615160356,0.000999000999000999,1000,1,0,0,0,"Virus",1,0,54,1,"Mixed"
"1376","Morbillivirus Canine distemper virus",55,99.5546127946128,125.72876969697,5.70994923090629,1,-4.58395615160356,0.000999000999000999,1000,1,0,0,0,"Virus",1,0,54,1,"Mixed"
"1377","Morbillivirus Canine distemper virus",55,99.5546127946128,125.72876969697,5.70994923090629,1,-4.58395615160356,0.000999000999000999,1000,1,0,0,0,"Virus",1,0,54,1,"Mixed"
"1378","Morbillivirus Canine distemper virus",55,99.5546127946128,125.72876969697,5.70994923090629,1,-4.58395615160356,0.000999000999000999,1000,1,0,0,0,"Virus",1,0,54,1,"Mixed"
"1379","Morbillivirus Cetacean morbillivirus",9,74.5277777777778,112.983783333333,20.9147313583384,39.5,-1.83870425570748,0.0394605394605395,1000,1,0,0,0,"Virus",1,0,9,0,"Carnivore"
"1380","Morbillivirus Cetacean morbillivirus",9,74.5277777777778,112.983783333333,20.9147313583384,39.5,-1.83870425570748,0.0394605394605395,1000,1,0,0,0,"Virus",1,0,9,0,"Carnivore"
"1381","Morbillivirus Cetacean morbillivirus",9,74.5277777777778,112.983783333333,20.9147313583384,39.5,-1.83870425570748,0.0394605394605395,1000,1,0,0,0,"Virus",1,0,9,0,"Carnivore"
"1382","Morbillivirus Cetacean morbillivirus",9,74.5277777777778,112.983783333333,20.9147313583384,39.5,-1.83870425570748,0.0394605394605395,1000,1,0,0,0,"Virus",1,0,9,0,"Carnivore"
"1383","Morbillivirus Measles virus",2,70.6,118.323,59.8511001167496,301.5,-0.797362118773227,0.301198801198801,1000,1,0,0,0,"Virus",1,2,0,0,"Primate"
"1384","Morbillivirus Measles virus",2,70.6,118.323,59.8511001167496,301.5,-0.797362118773227,0.301198801198801,1000,1,0,0,0,"Virus",1,2,0,0,"Primate"
"1385","Morbillivirus Measles virus",2,70.6,118.323,59.8511001167496,301.5,-0.797362118773227,0.301198801198801,1000,1,0,0,0,"Virus",1,2,0,0,"Primate"
"1386","Morbillivirus Phocine distemper virus",11,90.9672727272727,121.763410909091,15.3312305570832,30,-2.00871926536843,0.02997002997003,1000,1,0,0,0,"Virus",1,0,11,0,"Carnivore"
"1387","Morbillivirus Phocine distemper virus",11,90.9672727272727,121.763410909091,15.3312305570832,30,-2.00871926536843,0.02997002997003,1000,1,0,0,0,"Virus",1,0,11,0,"Carnivore"
"1388","Morbillivirus Rinderpest virus",3,49.5333333333333,96.1248666666667,48.7368117388423,225,-0.955982381100255,0.224775224775225,1000,1,0,0,0,"Virus",1,0,0,3,"Ungulate"
"1389","Morbillivirus Rinderpest virus",3,49.5333333333333,96.1248666666667,48.7368117388423,225,-0.955982381100255,0.224775224775225,1000,1,0,0,0,"Virus",1,0,0,3,"Ungulate"
"1390","Morganella morganii",4,76.5666666666667,114.5115,30.9860017328264,147.5,-1.22457984933031,0.147352647352647,1000,1,0,0,0,"Bacteria",1,0,4,0,"Carnivore"
"1397","Mycobacterium avium",18,115.160784313725,130.110385620915,9.9054301891184,76.5,-1.50923291788098,0.0764235764235764,1000,1,1,0,0,"Bacteria",2,0,6,12,"Mixed"
"1398","Mycobacterium avium",18,115.160784313725,130.110385620915,9.9054301891184,76.5,-1.50923291788098,0.0764235764235764,1000,1,1,0,0,"Bacteria",2,0,6,12,"Mixed"
"1399","Mycobacterium avium",18,115.160784313725,130.110385620915,9.9054301891184,76.5,-1.50923291788098,0.0764235764235764,1000,1,1,0,0,"Bacteria",2,0,6,12,"Mixed"
"1400","Mycobacterium avium",18,115.160784313725,130.110385620915,9.9054301891184,76.5,-1.50923291788098,0.0764235764235764,1000,1,1,0,0,"Bacteria",2,0,6,12,"Mixed"
"1401","Mycobacterium avium",18,115.160784313725,130.110385620915,9.9054301891184,76.5,-1.50923291788098,0.0764235764235764,1000,1,1,0,0,"Bacteria",2,0,6,12,"Mixed"
"1402","Mycobacterium avium",18,115.160784313725,130.110385620915,9.9054301891184,76.5,-1.50923291788098,0.0764235764235764,1000,1,1,0,0,"Bacteria",2,0,6,12,"Mixed"
"1403","Mycobacterium avium",18,115.160784313725,130.110385620915,9.9054301891184,76.5,-1.50923291788098,0.0764235764235764,1000,1,1,0,0,"Bacteria",2,0,6,12,"Mixed"
"1404","Mycobacterium bovis",32,137.476209677419,143.242562096774,4.30970583388001,96,-1.33799211399155,0.0959040959040959,1000,1,1,0,0,"Bacteria",2,2,17,13,"Mixed"
"1405","Mycobacterium bovis",32,137.476209677419,143.242562096774,4.30970583388001,96,-1.33799211399155,0.0959040959040959,1000,1,1,0,0,"Bacteria",2,2,17,13,"Mixed"
"1406","Mycobacterium bovis",32,137.476209677419,143.242562096774,4.30970583388001,96,-1.33799211399155,0.0959040959040959,1000,1,1,0,0,"Bacteria",2,2,17,13,"Mixed"
"1407","Mycobacterium fortuitum",4,146.433333333333,148.993033333333,15.7791378581338,468,-0.16222052326392,0.467532467532468,1000,0,1,0,0,"Bacteria",1,0,2,2,"Mixed"
"1411","Mycobacterium tuberculosis",16,139.3,145.20177,6.75251014556228,190.5,-0.874011274737383,0.19030969030969,1000,1,1,0,0,"Bacteria",2,1,11,4,"Mixed"
"1412","Mycoplasma conjunctivae",5,25.5,81.2736,41.4820618930508,99,-1.34452333019983,0.0989010989010989,1000,1,0,0,0,"Bacteria",1,0,0,5,"Ungulate"
"1413","Mycoplasma conjunctivae",5,25.5,81.2736,41.4820618930508,99,-1.34452333019983,0.0989010989010989,1000,1,0,0,0,"Bacteria",1,0,0,5,"Ungulate"
"1415","Mycoplasma haemofelis",4,20.3666666666667,87.2025666666667,47.9186207353776,133,-1.39477929402622,0.132867132867133,1000,0,0,1,0,"Bacteria",1,0,4,0,"Carnivore"
"1416","Mycoplasma haemominutum",4,20.3666666666667,86.1301333333333,47.8356657109247,139.5,-1.37477895811216,0.139360639360639,1000,0,0,1,0,"Bacteria",1,0,4,0,"Carnivore"
"1417","Mycoplasma haemominutum",4,20.3666666666667,86.1301333333333,47.8356657109247,139.5,-1.37477895811216,0.139360639360639,1000,0,0,1,0,"Bacteria",1,0,4,0,"Carnivore"
"1422","Mycoplasma turicensis",4,20.3666666666667,85.8924666666667,48.1787988171136,140,-1.36005466322927,0.13986013986014,1000,1,0,1,0,"Bacteria",2,0,4,0,"Carnivore"
"1423","Mycoplasma turicensis",4,20.3666666666667,85.8924666666667,48.1787988171136,140,-1.36005466322927,0.13986013986014,1000,1,0,1,0,"Bacteria",2,0,4,0,"Carnivore"
"1425","Nairovirus Crimean-Congo hemorrhagic fever nairovirus",19,89.8163742690058,118.991797660819,14.0559306377152,17.5,-2.0756664317572,0.0174825174825175,1000,1,0,1,0,"Virus",2,0,0,19,"Ungulate"
"1426","Nairovirus Thiafora nairovirus",3,105.266666666667,126.1482,33.2321758548824,310.5,-0.628352877780811,0.31018981018981,1000,0,0,1,0,"Virus",1,0,0,3,"Ungulate"
"1428","Necator americanus",13,64.2307692307692,114.867061538462,19.4624849514496,10,-2.60173828953536,0.00999000999000999,1000,0,1,0,0,"Helminth",1,13,0,0,"Primate"
"1430","Neisseria elongata",2,170.8,156.6956,41.5735745725905,545.5,0.339263586184361,0.544955044955045,1000,1,0,0,0,"Bacteria",1,0,1,1,"Mixed"
"1431","Neisseria elongata",2,170.8,156.6956,41.5735745725905,545.5,0.339263586184361,0.544955044955045,1000,1,0,0,0,"Bacteria",1,0,1,1,"Mixed"
"1435","Nematodirella alcidis",2,53.4,96.3112,59.707676568438,354,-0.718688156468698,0.353646353646354,1000,0,1,0,0,"Helminth",1,0,0,2,"Ungulate"
"1437","Nematodirus abnormalis",5,33.34,89.88804,39.2354693793233,91.5,-1.4412479548365,0.0914085914085914,1000,0,1,0,0,"Helminth",1,0,0,5,"Ungulate"
"1439","Nematodirus davtiani",3,24.7333333333333,85.0853333333333,55.6571074092134,183.5,-1.08435387337448,0.183316683316683,1000,0,1,0,0,"Helminth",1,0,0,3,"Ungulate"
"1440","Nematodirus davtiani",3,24.7333333333333,85.0853333333333,55.6571074092134,183.5,-1.08435387337448,0.183316683316683,1000,0,1,0,0,"Helminth",1,0,0,3,"Ungulate"
"1441","Nematodirus europaeus",2,53.4,96.6192,59.7869252243982,344,-0.722887150288887,0.343656343656344,1000,0,1,0,0,"Helminth",1,0,0,2,"Ungulate"
"1442","Nematodirus filicollis",6,34.2133333333333,88.7477333333333,37.0030079996045,86,-1.47378288815285,0.0859140859140859,1000,0,1,0,0,"Helminth",1,0,0,6,"Ungulate"
"1443","Nematodirus filicollis",6,34.2133333333333,88.7477333333333,37.0030079996045,86,-1.47378288815285,0.0859140859140859,1000,0,1,0,0,"Helminth",1,0,0,6,"Ungulate"
"1444","Nematodirus helvetianus",6,47.8933333333333,95.53324,33.1049004015971,126,-1.43905905436188,0.125874125874126,1000,0,1,0,0,"Helminth",1,0,0,6,"Ungulate"
"1446","Nematodirus odocoilei",4,26.4333333333333,82.3537,46.9762412075768,142.5,-1.19039678844393,0.142357642357642,1000,0,1,0,0,"Helminth",1,0,0,4,"Ungulate"
"1447","Nematodirus oiratianus",5,47.3,92.7567,37.5917086558947,181,-1.20922143805964,0.180819180819181,1000,0,1,0,0,"Helminth",1,0,0,5,"Ungulate"
"1448","Nematodirus oiratianus",5,47.3,92.7567,37.5917086558947,181,-1.20922143805964,0.180819180819181,1000,0,1,0,0,"Helminth",1,0,0,5,"Ungulate"
"1450","Nematodirus rupicaprae",2,53.4,98.8426,61.3895419522014,343.5,-0.740233573258815,0.343156843156843,1000,0,1,0,0,"Helminth",1,0,0,2,"Ungulate"
"1454","Neolinguatula nuttalli",2,131.2,141.6796,37.4287677662049,370,-0.279987844255515,0.36963036963037,1000,0,1,0,1,"Arthropod",1,0,0,2,"Ungulate"
"1457","Neoschoengastia israelensis",2,43.6,93.7726,64.3731023451996,293.5,-0.77940316952491,0.293206793206793,1000,0,1,0,0,"Arthropod",1,0,0,2,"Ungulate"
"1461","Neotrichodectes mephitidis",3,81.4666666666667,115.772866666667,37.5633825293307,247.5,-0.913288359300781,0.247252747252747,1000,1,0,0,0,"Arthropod",1,0,3,0,"Carnivore"
"1465","Nochtia nochti",2,14.6,94.1972,84.060678737861,232,-0.946901704758058,0.231768231768232,1000,0,1,0,0,"Helminth",1,2,0,0,"Primate"
"1466","Nosopsyllus fasciatus",2,51.8,97.8882,57.6381715495867,282,-0.799612457524783,0.281718281718282,1000,1,1,0,0,"Arthropod",2,0,2,0,"Carnivore"
"1467","Notoedres cati",6,75.52,115.496813333333,25.5915262880469,84.5,-1.56211133651709,0.0844155844155844,1000,1,0,0,0,"Arthropod",1,0,6,0,"Carnivore"
"1468","Notoedres cati",6,75.52,115.496813333333,25.5915262880469,84.5,-1.56211133651709,0.0844155844155844,1000,1,0,0,0,"Arthropod",1,0,6,0,"Carnivore"
"1471","Oesophagostomum aculeatum",3,51.9333333333333,108.840466666667,50.84692503552,197.5,-1.11918534490689,0.197302697302697,1000,0,1,0,0,"Helminth",1,3,0,0,"Primate"
"1473","Oesophagostomum apiostomum",3,37.7333333333333,101.523866666667,55.9629095211171,214.5,-1.13987163782581,0.214285714285714,1000,0,1,0,0,"Helminth",1,3,0,0,"Primate"
"1475","Oesophagostomum bifurcum",7,26.4380952380952,96.2654095238095,36.3513262146502,46,-1.92090142388183,0.045954045954046,1000,0,1,0,0,"Helminth",1,7,0,0,"Primate"
"1476","Oesophagostomum bifurcum",7,26.4380952380952,96.2654095238095,36.3513262146502,46,-1.92090142388183,0.045954045954046,1000,0,1,0,0,"Helminth",1,7,0,0,"Primate"
"1477","Oesophagostomum brumpti",2,29.8,96.1844,77.0262188805541,263.5,-0.861841603609589,0.263236763236763,1000,0,1,0,0,"Helminth",1,2,0,0,"Primate"
"1478","Oesophagostomum columbianum",7,41.3238095238095,92.4045904761905,32.3344528859754,64.5,-1.57976326776002,0.0644355644355644,1000,0,1,0,0,"Helminth",1,0,0,7,"Ungulate"
"1485","Oesophagostomum radiatum",3,49.5333333333333,95.8478,48.3422375060059,231.5,-0.958053848064287,0.231268731268731,1000,0,1,0,0,"Helminth",1,0,0,3,"Ungulate"
"1486","Oesophagostomum stephanostomum",4,44.8,107.174333333333,43.6383101694804,123.5,-1.42934804512564,0.123376623376623,1000,0,1,0,0,"Helminth",1,4,0,0,"Primate"
"1487","Oesophagostomum venulosum",8,37.1,88.6202142857143,30.2187600409496,57,-1.7049082826661,0.0569430569430569,1000,0,1,0,0,"Helminth",1,0,0,8,"Ungulate"
"1489","Onchocerca cervipedis",2,7.6,70.2246,77.6134323407986,268.5,-0.806878372870008,0.268231768231768,1000,0,0,1,0,"Helminth",1,0,0,2,"Ungulate"
"1497","Onchocerca skrjabini",2,53.4,95.82,60.778285596091,358.5,-0.697946636433725,0.358141858141858,1000,0,0,1,0,"Helminth",1,0,0,2,"Ungulate"
"1505","Orbivirus African horse sickness virus",3,88.2,130.498933333333,34.8900426187209,181,-1.21234971810086,0.180819180819181,1000,0,0,1,0,"Virus",1,0,0,3,"Ungulate"
"1506","Orbivirus Bluetongue virus",22,69.8051948051948,107.634012121212,14.4388351830898,3,-2.61993553055587,0.002997002997003,1000,0,0,1,0,"Virus",1,0,0,22,"Ungulate"
"1507","Orbivirus Bluetongue virus",22,69.8051948051948,107.634012121212,14.4388351830898,3,-2.61993553055587,0.002997002997003,1000,0,0,1,0,"Virus",1,0,0,22,"Ungulate"
"1508","Orbivirus Bluetongue virus",22,69.8051948051948,107.634012121212,14.4388351830898,3,-2.61993553055587,0.002997002997003,1000,0,0,1,0,"Virus",1,0,0,22,"Ungulate"
"1509","Orbivirus Bluetongue virus",22,69.8051948051948,107.634012121212,14.4388351830898,3,-2.61993553055587,0.002997002997003,1000,0,0,1,0,"Virus",1,0,0,22,"Ungulate"
"1510","Orbivirus Bluetongue virus",22,69.8051948051948,107.634012121212,14.4388351830898,3,-2.61993553055587,0.002997002997003,1000,0,0,1,0,"Virus",1,0,0,22,"Ungulate"
"1511","Orbivirus Bluetongue virus",22,69.8051948051948,107.634012121212,14.4388351830898,3,-2.61993553055587,0.002997002997003,1000,0,0,1,0,"Virus",1,0,0,22,"Ungulate"
"1512","Orbivirus Bluetongue virus",22,69.8051948051948,107.634012121212,14.4388351830898,3,-2.61993553055587,0.002997002997003,1000,0,0,1,0,"Virus",1,0,0,22,"Ungulate"
"1513","Orbivirus Bluetongue virus",22,69.8051948051948,107.634012121212,14.4388351830898,3,-2.61993553055587,0.002997002997003,1000,0,0,1,0,"Virus",1,0,0,22,"Ungulate"
"1514","Orbivirus Bluetongue virus",22,69.8051948051948,107.634012121212,14.4388351830898,3,-2.61993553055587,0.002997002997003,1000,0,0,1,0,"Virus",1,0,0,22,"Ungulate"
"1515","Orbivirus Bluetongue virus",22,69.8051948051948,107.634012121212,14.4388351830898,3,-2.61993553055587,0.002997002997003,1000,0,0,1,0,"Virus",1,0,0,22,"Ungulate"
"1516","Orbivirus Bluetongue virus",22,69.8051948051948,107.634012121212,14.4388351830898,3,-2.61993553055587,0.002997002997003,1000,0,0,1,0,"Virus",1,0,0,22,"Ungulate"
"1517","Orbivirus Epizootic hemorrhagic disease virus",11,84.7381818181818,116.214763636364,18.8202238462857,45,-1.67248711148533,0.044955044955045,1000,0,0,1,0,"Virus",1,0,0,11,"Ungulate"
"1518","Orbivirus Epizootic hemorrhagic disease virus",11,84.7381818181818,116.214763636364,18.8202238462857,45,-1.67248711148533,0.044955044955045,1000,0,0,1,0,"Virus",1,0,0,11,"Ungulate"
"1519","Orbivirus Epizootic hemorrhagic disease virus",11,84.7381818181818,116.214763636364,18.8202238462857,45,-1.67248711148533,0.044955044955045,1000,0,0,1,0,"Virus",1,0,0,11,"Ungulate"
"1520","Orbivirus Epizootic hemorrhagic disease virus",11,84.7381818181818,116.214763636364,18.8202238462857,45,-1.67248711148533,0.044955044955045,1000,0,0,1,0,"Virus",1,0,0,11,"Ungulate"
"1521","Orbivirus Epizootic hemorrhagic disease virus",11,84.7381818181818,116.214763636364,18.8202238462857,45,-1.67248711148533,0.044955044955045,1000,0,0,1,0,"Virus",1,0,0,11,"Ungulate"
"1522","Orbivirus Orungo virus",2,27.6,97.906,78.0846605820773,252.5,-0.900381707186895,0.252247752247752,1000,0,0,1,0,"Virus",1,2,0,0,"Primate"
"1523","Orbivirus Orungo virus",2,27.6,97.906,78.0846605820773,252.5,-0.900381707186895,0.252247752247752,1000,0,0,1,0,"Virus",1,2,0,0,"Primate"
"1526","Orchopeas agilis",2,1.8,74.8092,81.7523254597573,249,-0.893053495290955,0.248751248751249,1000,1,1,0,0,"Arthropod",2,0,2,0,"Carnivore"
"1527","Orchopeas caedens",2,1.8,74.9782,81.3173378449774,252.5,-0.899908948562805,0.252247752247752,1000,1,1,0,0,"Arthropod",2,0,2,0,"Carnivore"
"1534","Ornithonyssus bacoti",2,128.2,141.2486,32.3388589755396,379.5,-0.403495992541656,0.379120879120879,1000,1,0,0,0,"Arthropod",1,0,2,0,"Carnivore"
"1536","Oropsylla arctomys",2,48,101.126,61.619227625906,258.5,-0.862165951227613,0.258241758241758,1000,1,1,0,0,"Arthropod",2,0,2,0,"Carnivore"
"1539","Orthobunyavirus Akabane virus",9,108.45,129.293661111111,17.5339843429202,104,-1.18875782614276,0.103896103896104,1000,0,0,1,0,"Virus",1,0,0,9,"Ungulate"
"1540","Orthobunyavirus Akabane virus",9,108.45,129.293661111111,17.5339843429202,104,-1.18875782614276,0.103896103896104,1000,0,0,1,0,"Virus",1,0,0,9,"Ungulate"
"1541","Orthobunyavirus Bakau orthobunyavirus",5,88.02,130.60958,30.5747599789658,96.5,-1.3929653095985,0.0964035964035964,1000,0,0,1,0,"Virus",1,5,0,0,"Primate"
"1542","Orthobunyavirus Bunyamwera orthobunyavirus",13,143.328205128205,146.797346153846,7.55012614362392,270,-0.459481200664536,0.26973026973027,1000,0,0,1,0,"Virus",1,4,2,7,"Mixed"
"1543","Orthobunyavirus Bunyamwera orthobunyavirus",13,143.328205128205,146.797346153846,7.55012614362392,270,-0.459481200664536,0.26973026973027,1000,0,0,1,0,"Virus",1,4,2,7,"Mixed"
"1544","Orthobunyavirus Bunyamwera orthobunyavirus",13,143.328205128205,146.797346153846,7.55012614362392,270,-0.459481200664536,0.26973026973027,1000,0,0,1,0,"Virus",1,4,2,7,"Mixed"
"1545","Orthobunyavirus Bunyamwera orthobunyavirus",13,143.328205128205,146.797346153846,7.55012614362392,270,-0.459481200664536,0.26973026973027,1000,0,0,1,0,"Virus",1,4,2,7,"Mixed"
"1546","Orthobunyavirus Bunyamwera orthobunyavirus",13,143.328205128205,146.797346153846,7.55012614362392,270,-0.459481200664536,0.26973026973027,1000,0,0,1,0,"Virus",1,4,2,7,"Mixed"
"1547","Orthobunyavirus Bunyamwera orthobunyavirus",13,143.328205128205,146.797346153846,7.55012614362392,270,-0.459481200664536,0.26973026973027,1000,0,0,1,0,"Virus",1,4,2,7,"Mixed"
"1548","Orthobunyavirus Bunyamwera orthobunyavirus",13,143.328205128205,146.797346153846,7.55012614362392,270,-0.459481200664536,0.26973026973027,1000,0,0,1,0,"Virus",1,4,2,7,"Mixed"
"1549","Orthobunyavirus Bunyamwera orthobunyavirus",13,143.328205128205,146.797346153846,7.55012614362392,270,-0.459481200664536,0.26973026973027,1000,0,0,1,0,"Virus",1,4,2,7,"Mixed"
"1550","Orthobunyavirus Bunyamwera orthobunyavirus",13,143.328205128205,146.797346153846,7.55012614362392,270,-0.459481200664536,0.26973026973027,1000,0,0,1,0,"Virus",1,4,2,7,"Mixed"
"1551","Orthobunyavirus Bunyamwera orthobunyavirus",13,143.328205128205,146.797346153846,7.55012614362392,270,-0.459481200664536,0.26973026973027,1000,0,0,1,0,"Virus",1,4,2,7,"Mixed"
"1552","Orthobunyavirus Bunyamwera orthobunyavirus",13,143.328205128205,146.797346153846,7.55012614362392,270,-0.459481200664536,0.26973026973027,1000,0,0,1,0,"Virus",1,4,2,7,"Mixed"
"1553","Orthobunyavirus Bunyamwera orthobunyavirus",13,143.328205128205,146.797346153846,7.55012614362392,270,-0.459481200664536,0.26973026973027,1000,0,0,1,0,"Virus",1,4,2,7,"Mixed"
"1555","Orthobunyavirus California encephalitis orthobunyavirus",12,123.560606060606,134.243084848485,11.7900550715156,155,-0.906058430014238,0.154845154845155,1000,0,0,1,0,"Virus",1,1,3,8,"Mixed"
"1556","Orthobunyavirus California encephalitis orthobunyavirus",12,123.560606060606,134.243084848485,11.7900550715156,155,-0.906058430014238,0.154845154845155,1000,0,0,1,0,"Virus",1,1,3,8,"Mixed"
"1557","Orthobunyavirus California encephalitis orthobunyavirus",12,123.560606060606,134.243084848485,11.7900550715156,155,-0.906058430014238,0.154845154845155,1000,0,0,1,0,"Virus",1,1,3,8,"Mixed"
"1558","Orthobunyavirus California encephalitis orthobunyavirus",12,123.560606060606,134.243084848485,11.7900550715156,155,-0.906058430014238,0.154845154845155,1000,0,0,1,0,"Virus",1,1,3,8,"Mixed"
"1559","Orthobunyavirus California encephalitis orthobunyavirus",12,123.560606060606,134.243084848485,11.7900550715156,155,-0.906058430014238,0.154845154845155,1000,0,0,1,0,"Virus",1,1,3,8,"Mixed"
"1560","Orthobunyavirus California encephalitis orthobunyavirus",12,123.560606060606,134.243084848485,11.7900550715156,155,-0.906058430014238,0.154845154845155,1000,0,0,1,0,"Virus",1,1,3,8,"Mixed"
"1561","Orthobunyavirus California encephalitis orthobunyavirus",12,123.560606060606,134.243084848485,11.7900550715156,155,-0.906058430014238,0.154845154845155,1000,0,0,1,0,"Virus",1,1,3,8,"Mixed"
"1562","Orthobunyavirus California encephalitis orthobunyavirus",12,123.560606060606,134.243084848485,11.7900550715156,155,-0.906058430014238,0.154845154845155,1000,0,0,1,0,"Virus",1,1,3,8,"Mixed"
"1563","Orthobunyavirus California encephalitis orthobunyavirus",12,123.560606060606,134.243084848485,11.7900550715156,155,-0.906058430014238,0.154845154845155,1000,0,0,1,0,"Virus",1,1,3,8,"Mixed"
"1564","Orthobunyavirus California encephalitis orthobunyavirus",12,123.560606060606,134.243084848485,11.7900550715156,155,-0.906058430014238,0.154845154845155,1000,0,0,1,0,"Virus",1,1,3,8,"Mixed"
"1565","Orthobunyavirus California encephalitis orthobunyavirus",12,123.560606060606,134.243084848485,11.7900550715156,155,-0.906058430014238,0.154845154845155,1000,0,0,1,0,"Virus",1,1,3,8,"Mixed"
"1566","Orthobunyavirus California encephalitis orthobunyavirus",12,123.560606060606,134.243084848485,11.7900550715156,155,-0.906058430014238,0.154845154845155,1000,0,0,1,0,"Virus",1,1,3,8,"Mixed"
"1582","Orthohalarachne diminuata",4,18.3333333333333,87.4788666666667,48.0523484385683,125,-1.43896262264333,0.124875124875125,1000,1,0,0,0,"Arthropod",1,0,4,0,"Carnivore"
"1583","Orthohalarachne diminuata",4,18.3333333333333,87.4788666666667,48.0523484385683,125,-1.43896262264333,0.124875124875125,1000,1,0,0,0,"Arthropod",1,0,4,0,"Carnivore"
"1584","Orthohalarachne diminuata",4,18.3333333333333,87.4788666666667,48.0523484385683,125,-1.43896262264333,0.124875124875125,1000,1,0,0,0,"Arthropod",1,0,4,0,"Carnivore"
"1585","Orthohalarachne diminuata",4,18.3333333333333,87.4788666666667,48.0523484385683,125,-1.43896262264333,0.124875124875125,1000,1,0,0,0,"Arthropod",1,0,4,0,"Carnivore"
"1586","Orthohepadnavirus Hepatitis B virus",3,61.6666666666667,112.974933333333,47.3488373159099,227.5,-1.08362252539254,0.227272727272727,1000,1,0,0,0,"Virus",1,3,0,0,"Primate"
"1587","Orthohepadnavirus Hepatitis B virus",3,61.6666666666667,112.974933333333,47.3488373159099,227.5,-1.08362252539254,0.227272727272727,1000,1,0,0,0,"Virus",1,3,0,0,"Primate"
"1588","Orthohepadnavirus Hepatitis B virus",3,61.6666666666667,112.974933333333,47.3488373159099,227.5,-1.08362252539254,0.227272727272727,1000,1,0,0,0,"Virus",1,3,0,0,"Primate"
"1589","Orthopoxvirus Monkeypox virus",5,47.66,107.95534,37.4586521982426,92,-1.60965054697907,0.0919080919080919,1000,1,0,0,0,"Virus",1,5,0,0,"Primate"
"1590","Orthopoxvirus Monkeypox virus",5,47.66,107.95534,37.4586521982426,92,-1.60965054697907,0.0919080919080919,1000,1,0,0,0,"Virus",1,5,0,0,"Primate"
"1591","Orthopoxvirus Monkeypox virus",5,47.66,107.95534,37.4586521982426,92,-1.60965054697907,0.0919080919080919,1000,1,0,0,0,"Virus",1,5,0,0,"Primate"
"1592","Orthoreovirus Mammalian orthoreovirus",4,104.433333333333,129.878933333333,25.4641944536344,220,-0.999269780409969,0.21978021978022,1000,0,1,0,0,"Virus",1,0,4,0,"Carnivore"
"1593","Orthoreovirus Mammalian orthoreovirus",4,104.433333333333,129.878933333333,25.4641944536344,220,-0.999269780409969,0.21978021978022,1000,0,1,0,0,"Virus",1,0,4,0,"Carnivore"
"1594","Oslerus osleri",2,2.8,74.5126,81.3342337445852,263,-0.881702534079314,0.262737262737263,1000,0,1,0,0,"Helminth",1,0,2,0,"Carnivore"
"1595","Oslerus osleri",2,2.8,74.5126,81.3342337445852,263,-0.881702534079314,0.262737262737263,1000,0,1,0,0,"Helminth",1,0,2,0,"Carnivore"
"1600","Ostertagia drozdzi",2,25.6,80.1298,70.6170401413024,269,-0.772190393294418,0.268731268731269,1000,0,1,0,0,"Helminth",1,0,0,2,"Ungulate"
"1602","Ostertagia harrisi",3,46.6666666666667,95.4754,49.2802312226992,196.5,-0.990432311747176,0.196303696303696,1000,0,1,0,0,"Helminth",1,0,0,3,"Ungulate"
"1603","Ostertagia kolchida",5,46.98,94.07832,36.3461810105498,143.5,-1.29582582517622,0.143356643356643,1000,0,1,0,0,"Helminth",1,0,0,5,"Ungulate"
"1604","Ostertagia kolchida",5,46.98,94.07832,36.3461810105498,143.5,-1.29582582517622,0.143356643356643,1000,0,1,0,0,"Helminth",1,0,0,5,"Ungulate"
"1605","Ostertagia kolchida",5,46.98,94.07832,36.3461810105498,143.5,-1.29582582517622,0.143356643356643,1000,0,1,0,0,"Helminth",1,0,0,5,"Ungulate"
"1612","Ostertagia lyrata",5,49.18,94.62622,36.3355421334777,184.5,-1.25073735883875,0.184315684315684,1000,0,1,0,0,"Helminth",1,0,0,5,"Ungulate"
"1614","Ostertagia ostertagi",15,47.1180952380952,94.7088114285714,20.1889632570448,15,-2.35726399540945,0.014985014985015,1000,0,1,0,0,"Helminth",1,0,0,15,"Ungulate"
"1615","Ostertagia trifurcata",8,38.2571428571429,90.1092571428571,30.6351219358066,46,-1.69257084709394,0.045954045954046,1000,0,1,0,0,"Helminth",1,0,0,8,"Ungulate"
